"","sample_num","Observed","Shannon","InvSimpson","full_site","site","zone","site_zone","sample","spp","year","time","season","seq_run","lib_size","is.neg","even"
"144","65",105,3.17033949919702,9.78776748818809,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_65","ssid","2015","Pre","Spring","run1",21342,FALSE,0.681213259388794
"145","66",160,3.84525917808333,19.6943445240665,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_66","ssid","2015","Pre","Spring","run1",54349,FALSE,0.757660588203158
"146","67",107,3.09821487414283,9.97737721857763,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_67","ssid","2015","Pre","Spring","run1",22934,FALSE,0.663027682780424
"147","68",181,2.7513625097435,3.51881654569647,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_68","ssid","2015","Pre","Spring","run1",41501,FALSE,0.529261148596549
"148","69",172,3.01295470492905,5.95531307001676,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_69","ssid","2015","Pre","Spring","run1",106596,FALSE,0.585324514382814
"149","7",787,5.14602838796928,31.3589914506542,"E Sambo","LK1","Offshore","LK1-O","LK1-O_7","ssid","2015","Pre","Spring","run1",94216,FALSE,0.771723491797182
"150","70",144,2.92987062380692,6.70666473199914,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_70","ssid","2015","Pre","Spring","run1",66686,FALSE,0.589533338014303
"151","701",256,3.1314880992991,4.60225218702238,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_701","ssid","2017","Irma","Fall","run1",31603,FALSE,0.564722793932703
"152","702",279,3.86033800116821,9.55973666862439,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_702","ssid","2017","Irma","Fall","run1",24263,FALSE,0.68552527426337
"153","703",115,3.17067395956812,10.0090285934937,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_703","ssid","2017","Irma","Fall","run1",5548,FALSE,0.668223248255783
"154","704",273,3.43437159117448,5.26333555853535,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_704","ssid","2017","Irma","Fall","run1",58671,FALSE,0.61224509482737
"155","705",13,0.650768345033184,1.38508546047307,"Cheeca Rocks","UK1","Inshore","UK1-I","UK1-I_705","ssid","2017","Irma","Fall","run1",23877,FALSE,0.253715865048202
