,sample_num,Observed,Shannon,InvSimpson,full_site,site,zone,site_zone,sample,spp,year,time,season,seq_run,even
28,1110,215,4.524170853,45.50901837,Carysfort,UK2,Offshore,UK2-O,UK2-O_1110,ssid,2018,Post,Fall,run2,0.84238983
29,1111,99,1.158183392,1.46547261,Carysfort,UK2,Offshore,UK2-O,UK2-O_1111,ssid,2018,Post,Fall,run2,0.252046395
30,1112,151,3.785845968,13.97796607,Carysfort,UK2,Offshore,UK2-O,UK2-O_1112,ssid,2018,Post,Fall,run2,0.754561454
31,1113,32,0.382483255,1.126418795,Carysfort,UK2,Offshore,UK2-O,UK2-O_1113,ssid,2018,Post,Fall,run2,0.110361339
32,1114,57,1.390663275,1.875977462,Carysfort,UK2,Offshore,UK2-O,UK2-O_1114,ssid,2018,Post,Fall,run2,0.343963799
33,1115,318,4.986349255,75.37593749,Carysfort,UK2,Offshore,UK2-O,UK2-O_1115,ssid,2018,Post,Fall,run2,0.865377437
34,1116,86,1.228137356,1.552480303,Carysfort,UK2,Offshore,UK2-O,UK2-O_1116,ssid,2018,Post,Fall,run2,0.275716569
35,1117,161,1.71442923,1.816256403,Carysfort,UK2,Offshore,UK2-O,UK2-O_1117,ssid,2018,Post,Fall,run2,0.337392797
36,1118,98,1.965577538,2.525651853,Carysfort,UK2,Offshore,UK2-O,UK2-O_1118,ssid,2018,Post,Fall,run2,0.428700432
37,112,405,4.448032375,37.55273029,Carysfort,UK2,Offshore,UK2-O,UK2-O_112,srad,2015,Pre,Spring,run1,0.740858768
38,113,981,5.743821343,36.82789099,Carysfort,UK2,Offshore,UK2-O,UK2-O_113,srad,2015,Pre,Spring,run1,0.833818818
39,114,671,4.975076302,27.31838208,Carysfort,UK2,Offshore,UK2-O,UK2-O_114,srad,2015,Pre,Spring,run1,0.764365151
40,1140,370,4.740893884,43.69048688,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_1140,ssid,2018,Post,Fall,run2,0.801706515
41,1141,228,3.886603398,21.77149845,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_1141,ssid,2018,Post,Fall,run2,0.715851166
42,1142,134,3.461034652,12.53042108,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_1142,ssid,2018,Post,Fall,run2,0.706645132
43,1144,230,4.724215786,42.23755811,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_1144,ssid,2018,Post,Fall,run2,0.86872874
44,1147,83,3.333270042,13.60605923,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_1147,ssid,2018,Post,Fall,run2,0.754331359
45,115,1101,6.199203144,177.9535344,Carysfort,UK2,Offshore,UK2-O,UK2-O_115,srad,2015,Pre,Spring,run1,0.885097949
46,116,698,5.889102991,197.2581122,Carysfort,UK2,Offshore,UK2-O,UK2-O_116,srad,2015,Pre,Spring,run1,0.899344218
47,117,828,5.645338755,99.89899102,Carysfort,UK2,Offshore,UK2-O,UK2-O_117,srad,2015,Pre,Spring,run1,0.840203557
48,1170,47,0.697248223,1.25613342,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1170,ssid,2018,Post,Fall,run2,0.181096492
49,1172,47,0.429080011,1.130300331,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1172,ssid,2018,Post,Fall,run2,0.111445081
50,1173,368,4.928655051,70.61731301,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1173,ssid,2018,Post,Fall,run2,0.834222387
51,1174,111,1.280840561,1.535961204,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1174,ssid,2018,Post,Fall,run2,0.271967799
52,1175,128,2.033569601,2.521630335,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1175,ssid,2018,Post,Fall,run2,0.419117254
53,1177,216,4.517779699,41.19417331,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1177,ssid,2018,Post,Fall,run2,0.840473619
54,1178,84,3.267590035,16.74234828,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1178,ssid,2018,Post,Fall,run2,0.737469
55,1179,182,3.443863128,8.423302786,Rocky Top,UK1,Offshore,UK1-O,UK1-O_1179,ssid,2018,Post,Fall,run2,0.661771465
56,118,742,5.681024519,113.8203157,Carysfort,UK2,Offshore,UK2-O,UK2-O_118,srad,2015,Pre,Spring,run1,0.859543702
57,119,573,4.42578887,20.25195685,Carysfort,UK2,Offshore,UK2-O,UK2-O_119,srad,2015,Pre,Spring,run1,0.696877423
58,1190,352,3.160145588,5.266789207,W Washer,LK1,Inshore,LK1-I,LK1-I_1190,srad,2018,Post,Fall,run2,0.538940035
59,1191,51,0.759357086,1.296852956,W Washer,LK1,Inshore,LK1-I,LK1-I_1191,srad,2018,Post,Fall,run2,0.193130916
60,1192,83,2.747919937,5.576394749,W Washer,LK1,Inshore,LK1-I,LK1-I_1192,srad,2018,Post,Fall,run2,0.621864462
61,1193,575,5.572267636,125.1251251,W Washer,LK1,Inshore,LK1-I,LK1-I_1193,srad,2018,Post,Fall,run2,0.876918971
62,1194,166,2.084356858,2.202101269,W Washer,LK1,Inshore,LK1-I,LK1-I_1194,srad,2018,Post,Fall,run2,0.407739014
63,1197,93,1.342730136,1.575512061,W Washer,LK1,Inshore,LK1-I,LK1-I_1197,srad,2018,Post,Fall,run2,0.296238425
64,1198,118,3.365791183,12.67536009,W Washer,LK1,Inshore,LK1-I,LK1-I_1198,srad,2018,Post,Fall,run2,0.70551534
65,1199,30,0.386964779,1.130651278,W Washer,LK1,Inshore,LK1-I,LK1-I_1199,srad,2018,Post,Fall,run2,0.113773103
66,120,530,4.951838743,42.54243017,Carysfort,UK2,Offshore,UK2-O,UK2-O_120,srad,2015,Pre,Spring,run1,0.789404724
67,1201,79,0.97095362,1.365449722,W Washer,LK1,Inshore,LK1-I,LK1-I_1201,ssid,2018,Post,Fall,run2,0.22221426
68,1202,84,1.571839021,2.146895607,W Washer,LK1,Inshore,LK1-I,LK1-I_1202,ssid,2018,Post,Fall,run2,0.354751526
69,1203,61,0.713369049,1.249850539,W Washer,LK1,Inshore,LK1-I,LK1-I_1203,ssid,2018,Post,Fall,run2,0.173532215
70,1204,98,1.715182289,2.466217614,W Washer,LK1,Inshore,LK1-I,LK1-I_1204,ssid,2018,Post,Fall,run2,0.374088213
71,1205,36,0.445368314,1.152137224,W Washer,LK1,Inshore,LK1-I,LK1-I_1205,ssid,2018,Post,Fall,run2,0.124282394
72,1208,402,5.537312728,173.0702665,W Washer,LK1,Inshore,LK1-I,LK1-I_1208,ssid,2018,Post,Fall,run2,0.923431497
73,1209,146,1.729835547,1.858806312,W Washer,LK1,Inshore,LK1-I,LK1-I_1209,ssid,2018,Post,Fall,run2,0.347105155
74,121,406,4.498573072,28.31448585,Basin Hill,UK2,Inshore,UK2-I,UK2-I_121,ssid,2015,Pre,Spring,run1,0.748969125
75,122,80,2.779519191,6.407449728,Basin Hill,UK2,Inshore,UK2-I,UK2-I_122,ssid,2015,Pre,Spring,run1,0.634299931
76,1221,223,4.219287869,22.4361691,E Sambo,LK1,Offshore,LK1-O,LK1-O_1221,srad,2018,Post,Fall,run2,0.780313267
77,1222,82,3.023504148,5.897625092,E Sambo,LK1,Offshore,LK1-O,LK1-O_1222,srad,2018,Post,Fall,run2,0.68611227
78,1223,116,1.723613063,2.256426302,E Sambo,LK1,Offshore,LK1-O,LK1-O_1223,srad,2018,Post,Fall,run2,0.36259185
79,1225,145,3.042988636,6.769408741,E Sambo,LK1,Offshore,LK1-O,LK1-O_1225,srad,2018,Post,Fall,run2,0.611442925
80,1226,85,1.174203079,1.499827145,E Sambo,LK1,Offshore,LK1-O,LK1-O_1226,srad,2018,Post,Fall,run2,0.26430233
81,1227,168,3.473843996,12.41054924,E Sambo,LK1,Offshore,LK1-O,LK1-O_1227,srad,2018,Post,Fall,run2,0.677960269
82,1228,50,2.635385784,6.50845575,E Sambo,LK1,Offshore,LK1-O,LK1-O_1228,srad,2018,Post,Fall,run2,0.673663161
83,123,156,3.771034224,19.76979176,Basin Hill,UK2,Inshore,UK2-I,UK2-I_123,ssid,2015,Pre,Spring,run1,0.746760743
84,1230,217,2.158765243,3.620207273,E Sambo,LK1,Offshore,LK1-O,LK1-O_1230,ssid,2018,Post,Fall,run2,0.401265136
85,1231,36,0.386391983,1.122963436,E Sambo,LK1,Offshore,LK1-O,LK1-O_1231,ssid,2018,Post,Fall,run2,0.107824736
86,1232,129,1.466478389,1.663085797,E Sambo,LK1,Offshore,LK1-O,LK1-O_1232,ssid,2018,Post,Fall,run2,0.301756172
87,1233,547,5.664287922,168.5772084,E Sambo,LK1,Offshore,LK1-O,LK1-O_1233,ssid,2018,Post,Fall,run2,0.898458866
88,1234,337,5.17582679,90.65178634,E Sambo,LK1,Offshore,LK1-O,LK1-O_1234,ssid,2018,Post,Fall,run2,0.889304646
89,1235,121,2.769302263,4.75985475,E Sambo,LK1,Offshore,LK1-O,LK1-O_1235,ssid,2018,Post,Fall,run2,0.577444373
90,1237,176,4.179572669,24.74740462,E Sambo,LK1,Offshore,LK1-O,LK1-O_1237,ssid,2018,Post,Fall,run2,0.808352308
91,124,124,3.290125118,11.40211129,Basin Hill,UK2,Inshore,UK2-I,UK2-I_124,ssid,2015,Pre,Spring,run1,0.6825587
92,125,100,2.293895887,2.980983314,Basin Hill,UK2,Inshore,UK2-I,UK2-I_125,ssid,2015,Pre,Spring,run1,0.498113163
93,126,90,3.117751555,9.327338273,Basin Hill,UK2,Inshore,UK2-I,UK2-I_126,ssid,2015,Pre,Spring,run1,0.692862984
94,127,73,2.552990047,5.192689155,Basin Hill,UK2,Inshore,UK2-I,UK2-I_127,ssid,2015,Pre,Spring,run1,0.595038849
95,128,143,3.767706599,18.75041017,Basin Hill,UK2,Inshore,UK2-I,UK2-I_128,ssid,2015,Pre,Spring,run1,0.759182864
96,129,178,3.824431157,11.64844979,Basin Hill,UK2,Inshore,UK2-I,UK2-I_129,ssid,2015,Pre,Spring,run1,0.738053051
97,130,28,0.988535155,2.133211472,Basin Hill,UK2,Inshore,UK2-I,UK2-I_130,ssid,2015,Pre,Spring,run1,0.29666101
98,141,408,4.228418057,24.06069712,Basin Hill,UK2,Inshore,UK2-I,UK2-I_141,srad,2015,Pre,Spring,run1,0.703415425
99,143,648,5.339276431,60.97333771,Basin Hill,UK2,Inshore,UK2-I,UK2-I_143,srad,2015,Pre,Spring,run1,0.824739972
100,144,390,4.483012227,35.78770732,Basin Hill,UK2,Inshore,UK2-I,UK2-I_144,srad,2015,Pre,Spring,run1,0.751408308
101,145,696,5.690483217,153.1328427,Basin Hill,UK2,Inshore,UK2-I,UK2-I_145,srad,2015,Pre,Spring,run1,0.869393312
102,147,488,5.119842394,62.10387218,Basin Hill,UK2,Inshore,UK2-I,UK2-I_147,srad,2015,Pre,Spring,run1,0.827072945
103,148,472,5.479327287,111.8005478,Basin Hill,UK2,Inshore,UK2-I,UK2-I_148,srad,2015,Pre,Spring,run1,0.88993763
104,149,981,5.959189797,86.7929987,Basin Hill,UK2,Inshore,UK2-I,UK2-I_149,srad,2015,Pre,Spring,run1,0.865083416
105,150,272,4.441219606,41.01900319,Basin Hill,UK2,Inshore,UK2-I,UK2-I_150,srad,2015,Pre,Spring,run1,0.792254088
106,2,163,3.213030727,9.730008481,E Sambo,LK1,Offshore,LK1-O,LK1-O_2,ssid,2015,Pre,Spring,run1,0.630779013
107,21,894,6.198656028,271.8868951,E Sambo,LK1,Offshore,LK1-O,LK1-O_21,srad,2015,Pre,Spring,run1,0.912143085
108,22,1405,6.674557572,359.2025703,E Sambo,LK1,Offshore,LK1-O,LK1-O_22,srad,2015,Pre,Spring,run1,0.920909021
109,23,956,5.72056977,69.79043483,E Sambo,LK1,Offshore,LK1-O,LK1-O_23,srad,2015,Pre,Spring,run1,0.833567181
110,24,688,5.512700131,89.78899586,E Sambo,LK1,Offshore,LK1-O,LK1-O_24,srad,2015,Pre,Spring,run1,0.843721808
111,25,1021,5.677564012,74.01133196,E Sambo,LK1,Offshore,LK1-O,LK1-O_25,srad,2015,Pre,Spring,run1,0.819446204
112,26,1068,6.227430922,186.8479784,E Sambo,LK1,Offshore,LK1-O,LK1-O_26,srad,2015,Pre,Spring,run1,0.893008175
113,27,845,5.914677889,151.1487304,E Sambo,LK1,Offshore,LK1-O,LK1-O_27,srad,2015,Pre,Spring,run1,0.877635028
114,28,1121,6.114734075,155.6016598,E Sambo,LK1,Offshore,LK1-O,LK1-O_28,srad,2015,Pre,Spring,run1,0.870799574
115,29,1062,6.329853343,275.9635728,E Sambo,LK1,Offshore,LK1-O,LK1-O_29,srad,2015,Pre,Spring,run1,0.908429367
116,3,310,4.532261262,47.05304185,E Sambo,LK1,Offshore,LK1-O,LK1-O_3,ssid,2015,Pre,Spring,run1,0.79006435
117,30,736,4.913951511,31.53242321,E Sambo,LK1,Offshore,LK1-O,LK1-O_30,srad,2015,Pre,Spring,run1,0.744399365
118,31,61,2.007293756,3.615443003,Rocky Top,UK1,Offshore,UK1-O,UK1-O_31,ssid,2015,Pre,Spring,run1,0.488288822
119,32,104,2.506326088,3.977402169,Rocky Top,UK1,Offshore,UK1-O,UK1-O_32,ssid,2015,Pre,Spring,run1,0.53964581
120,33,197,3.897768447,16.74071332,Rocky Top,UK1,Offshore,UK1-O,UK1-O_33,ssid,2015,Pre,Spring,run1,0.737766069
121,35,39,0.89978144,1.493589018,Rocky Top,UK1,Offshore,UK1-O,UK1-O_35,ssid,2015,Pre,Spring,run1,0.245602921
122,36,129,2.675445296,5.560051647,Rocky Top,UK1,Offshore,UK1-O,UK1-O_36,ssid,2015,Pre,Spring,run1,0.550524398
123,37,190,3.336294912,10.03655536,Rocky Top,UK1,Offshore,UK1-O,UK1-O_37,ssid,2015,Pre,Spring,run1,0.63584517
124,38,124,3.667000127,19.63787754,Rocky Top,UK1,Offshore,UK1-O,UK1-O_38,ssid,2015,Pre,Spring,run1,0.760743968
125,39,134,3.022931474,8.626453018,Rocky Top,UK1,Offshore,UK1-O,UK1-O_39,ssid,2015,Pre,Spring,run1,0.617196886
126,4,769,5.547559004,63.0411028,E Sambo,LK1,Offshore,LK1-O,LK1-O_4,ssid,2015,Pre,Spring,run1,0.834835675
127,40,704,5.521600328,101.6288852,Rocky Top,UK1,Offshore,UK1-O,UK1-O_40,ssid,2015,Pre,Spring,run1,0.842120936
128,5,1141,5.802916669,73.87949434,E Sambo,LK1,Offshore,LK1-O,LK1-O_5,ssid,2015,Pre,Spring,run1,0.824317706
129,51,1657,6.791271209,377.0818058,Rocky Top,UK1,Offshore,UK1-O,UK1-O_51,srad,2015,Pre,Spring,run1,0.9161591
130,52,672,4.261161578,7.027969366,Rocky Top,UK1,Offshore,UK1-O,UK1-O_52,srad,2015,Pre,Spring,run1,0.654530336
131,53,1074,6.166402393,179.0492485,Rocky Top,UK1,Offshore,UK1-O,UK1-O_53,srad,2015,Pre,Spring,run1,0.883546932
132,54,1196,5.836740404,60.02981481,Rocky Top,UK1,Offshore,UK1-O,UK1-O_54,srad,2015,Pre,Spring,run1,0.82361454
133,55,656,5.820252698,137.4780417,Rocky Top,UK1,Offshore,UK1-O,UK1-O_55,srad,2015,Pre,Spring,run1,0.897334014
134,56,622,4.91592992,31.26726213,Rocky Top,UK1,Offshore,UK1-O,UK1-O_56,srad,2015,Pre,Spring,run1,0.764180895
135,57,902,5.91896433,107.7812042,Rocky Top,UK1,Offshore,UK1-O,UK1-O_57,srad,2015,Pre,Spring,run1,0.869845648
136,58,1027,6.122606177,212.8414331,Rocky Top,UK1,Offshore,UK1-O,UK1-O_58,srad,2015,Pre,Spring,run1,0.882932718
137,59,727,5.85742667,166.7639456,Rocky Top,UK1,Offshore,UK1-O,UK1-O_59,srad,2015,Pre,Spring,run1,0.888980426
138,6,525,5.003769891,20.77864509,E Sambo,LK1,Offshore,LK1-O,LK1-O_6,ssid,2015,Pre,Spring,run1,0.798890583
139,60,920,5.911382451,126.0989877,Rocky Top,UK1,Offshore,UK1-O,UK1-O_60,srad,2015,Pre,Spring,run1,0.866216115
140,61,121,2.581048176,4.233533964,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_61,ssid,2015,Pre,Spring,run1,0.538190347
141,62,103,3.193762309,9.423225319,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_62,ssid,2015,Pre,Spring,run1,0.689093649
142,63,166,3.482771937,11.99910407,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_63,ssid,2015,Pre,Spring,run1,0.681295042
143,64,118,3.052891501,8.522481122,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_64,ssid,2015,Pre,Spring,run1,0.639927336
144,65,113,3.272477783,10.60691594,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_65,ssid,2015,Pre,Spring,run1,0.692238062
145,66,184,4.044914141,24.33238032,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_66,ssid,2015,Pre,Spring,run1,0.775640263
146,67,114,3.248150746,11.72865369,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_67,ssid,2015,Pre,Spring,run1,0.685813904
147,68,192,2.972210761,4.006812472,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_68,ssid,2015,Pre,Spring,run1,0.56532827
148,69,176,3.149981569,6.579204669,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_69,ssid,2015,Pre,Spring,run1,0.609223735
149,7,773,5.234810953,37.56119344,E Sambo,LK1,Offshore,LK1-O,LK1-O_7,ssid,2015,Pre,Spring,run1,0.787156586
150,70,156,3.16233948,7.915772661,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_70,ssid,2015,Pre,Spring,run1,0.626223693
151,701,266,3.205777691,4.830728587,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_701,ssid,2017,Irma,Fall,run1,0.574152379
152,702,312,4.117092371,12.16633818,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_702,ssid,2017,Irma,Fall,run1,0.716888401
153,703,137,3.328313427,12.29726591,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_703,ssid,2017,Irma,Fall,run1,0.676489092
154,704,324,3.728365536,6.468158871,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_704,ssid,2017,Irma,Fall,run1,0.644962975
155,705,13,0.649399699,1.373953925,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_705,ssid,2017,Irma,Fall,run1,0.253182269
156,706,135,2.740647987,4.586419612,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_706,ssid,2017,Irma,Fall,run1,0.558714468
157,707,323,3.636345,7.172752149,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_707,ssid,2017,Irma,Fall,run1,0.62938107
158,708,79,2.383169991,4.675336819,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_708,ssid,2017,Irma,Fall,run1,0.545416737
159,709,110,2.08729807,2.863358162,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_709,ssid,2017,Irma,Fall,run1,0.444060587
160,710,832,5.755339677,80.29333833,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_710,ssid,2017,Irma,Fall,run1,0.855961199
161,711,397,4.255994415,10.09309761,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_711,ssid,2017,Irma,Fall,run1,0.711236587
162,725,309,4.27288913,17.36419272,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_725,ssid,2017,Irma,Fall,run1,0.745270327
163,726,360,2.948272823,3.450370541,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_726,srad,2017,Irma,Fall,run1,0.500886972
164,727,126,2.396681929,5.151905361,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_727,srad,2017,Irma,Fall,run1,0.495562909
165,729,715,5.957464136,233.4478957,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_729,srad,2017,Irma,Fall,run1,0.906452834
166,731,426,4.319743386,17.0282167,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_731,srad,2017,Irma,Fall,run1,0.713483634
167,732,514,4.922449631,37.67487421,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_732,srad,2017,Irma,Fall,run1,0.788573145
168,733,734,5.508986053,49.61288171,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_733,srad,2017,Irma,Fall,run1,0.834883461
169,735,1139,5.90647268,53.19589091,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_735,srad,2017,Irma,Fall,run1,0.839237226
170,761,69,1.739809971,2.294604823,Rocky Top,UK1,Offshore,UK1-O,UK1-O_761,ssid,2017,Irma,Fall,run1,0.410903686
171,762,23,0.903708498,1.726322291,Rocky Top,UK1,Offshore,UK1-O,UK1-O_762,ssid,2017,Irma,Fall,run1,0.288218838
172,763,121,2.466917324,3.633557356,Rocky Top,UK1,Offshore,UK1-O,UK1-O_763,ssid,2017,Irma,Fall,run1,0.514392216
173,764,70,2.599924855,8.643370223,Rocky Top,UK1,Offshore,UK1-O,UK1-O_764,ssid,2017,Irma,Fall,run1,0.611963697
174,765,324,3.931229087,15.4187739,Rocky Top,UK1,Offshore,UK1-O,UK1-O_765,ssid,2017,Irma,Fall,run1,0.680055961
175,766,47,1.800032597,2.53068882,Rocky Top,UK1,Offshore,UK1-O,UK1-O_766,ssid,2017,Irma,Fall,run1,0.46752301
176,767,164,2.175294727,2.971615132,Rocky Top,UK1,Offshore,UK1-O,UK1-O_767,ssid,2017,Irma,Fall,run1,0.426539549
177,768,73,1.760271016,2.558064875,Rocky Top,UK1,Offshore,UK1-O,UK1-O_768,ssid,2017,Irma,Fall,run1,0.410275645
178,769,67,2.330196065,3.991379507,Rocky Top,UK1,Offshore,UK1-O,UK1-O_769,ssid,2017,Irma,Fall,run1,0.554189396
179,770,115,1.986647475,2.646978636,Rocky Top,UK1,Offshore,UK1-O,UK1-O_770,ssid,2017,Irma,Fall,run1,0.418688281
180,771,669,4.770181668,23.56135048,Rocky Top,UK1,Offshore,UK1-O,UK1-O_771,ssid,2017,Irma,Fall,run1,0.733221641
181,772,491,3.867117192,8.330541059,Rocky Top,UK1,Offshore,UK1-O,UK1-O_772,ssid,2017,Irma,Fall,run1,0.62408651
182,798,494,4.945674243,53.97301349,Carysfort,UK2,Offshore,UK2-O,UK2-O_798,ssid,2017,Irma,Fall,run1,0.797363309
183,8,103,2.958674034,9.917879954,E Sambo,LK1,Offshore,LK1-O,LK1-O_8,ssid,2015,Pre,Spring,run1,0.638370451
184,800,654,5.836041878,178.0468263,Carysfort,UK2,Offshore,UK2-O,UK2-O_800,ssid,2017,Irma,Fall,run1,0.900192078
185,801,62,1.723062939,2.437528184,Basin Hill,UK2,Inshore,UK2-I,UK2-I_801,ssid,2017,Irma,Fall,run1,0.417496204
186,808,109,2.337400437,3.485012028,Basin Hill,UK2,Inshore,UK2-I,UK2-I_808,ssid,2017,Irma,Fall,run1,0.498236434
187,809,422,4.266469731,8.604058439,Basin Hill,UK2,Inshore,UK2-I,UK2-I_809,ssid,2017,Irma,Fall,run1,0.705784281
188,81,795,5.627069045,110.6820474,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_81,srad,2015,Pre,Spring,run1,0.842584724
189,82,1028,5.885656283,39.70766336,Cheeca Rocks,UK1,Inshore,UK1-I,UK1-I_82,srad,2015,Pre,Spring,run1,0.84864339
190,820,97,2.144996721,4.076405426,Carysfort,UK2,Offshore,UK2-O,UK2-O_820,ssid,2017,Irma,Fall,run1,0.468881363
191,821,163,3.108917749,6.065846789,Basin Hill,UK2,Inshore,UK2-I,UK2-I_821,ssid,2017,Irma,Fall,run1,0.610339657
192,822,93,2.335361507,3.444804001,Basin Hill,UK2,Inshore,UK2-I,UK2-I_822,ssid,2017,Irma,Fall,run1,0.515236678
